index,email_from,data,label
167,['lehoangminh.ai.tech@gmail.com'],"New Online Course: Master data science in 6 weeks with our certified program. Limited spots available, enroll now to secure your future.",advertising
168,['lehoangminh.ai.tech@gmail.com'],"Try Before You Buy: We are offering free samples of our new organic skincare line. Just cover the minimal shipping fee to get yours today.",advertising
169,['lehoangminh.ai.tech@gmail.com'],"Book Fair Alert: Hundreds of popular titles will be sold at half price next weekend at the community center. Don't miss this chance to stock up on reading material.",advertising
170,['lehoangminh.ai.tech@gmail.com'],"Exclusive Early Access: Be the first to shop our Black Friday deals online starting tomorrow at 6 PM EST. Use your VIP code: **EARLYBIRD**.",advertising
171,['lehoangminh.ai.tech@gmail.com'],"Last Chance to Save: Our Memorial Day Sale ends tonight at midnight. Get 25% off everything with code **SAVE25**.",advertising
172,['lehoangminh.ai.tech@gmail.com'],"We've lowered our prices! All fitness equipment is now 15% cheaper permanently. Start your home gym today without breaking the bank.",advertising
173,['lehoangminh.ai.tech@gmail.com'],"New Menu Item: Try the limited-time 'Spicy Jalapeño Burger' at all our locations. Available for the month of November only!",advertising
174,['lehoangminh.ai.tech@gmail.com'],"Download our new mobile app and receive a $10 coupon to use on your very first in-app purchase. Search for 'ShopFast' in the App Store.",advertising
175,['lehoangminh.ai.tech@gmail.com'],"Free Ebook: Download your copy of 'The Ultimate Guide to Digital Marketing' for free when you subscribe to our weekly business tips newsletter.",advertising
176,['lehoangminh.ai.tech@gmail.com'],"Join our Wine Club! Receive three hand-selected bottles of fine wine delivered right to your door every month. Use code **DRINKUP** for 50% off your first box.",advertising
177,['lehoangminh.ai.tech@gmail.com'],"Protect Your Home: Get a free quote on home insurance from our top-rated providers. Save hundreds annually by switching today.",advertising
178,['lehoangminh.ai.tech@gmail.com'],"Mother's Day Sale: Give your mom the gift of relaxation with our discounted spa packages. Vouchers are valid for up to one year.",advertising
179,['lehoangminh.ai.tech@gmail.com'],"Huge Flash Sale on Electronics! Today only, get 40% off all noise-cancelling headphones. Click here before the sale expires in 3 hours.",advertising
